"ID_STORE","ID_CALMONTH","COST_CATEGORY","COMMENT","VALUE"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","30.06.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","30.06.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","30.06.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Freiburg im Breisgau","30.06.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"Freiburg im Breisgau","30.06.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Freiburg im Breisgau","30.06.2024","Commission","Commission for Sabine Meyer, 3 %  ","578"
"Freiburg im Breisgau","30.06.2024","Commission","Commission for Markus Seibert, 3 %  ","633"
"Freiburg im Breisgau","30.06.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1284"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Katharina Bauer, Cleaner, 0 %  ","450"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Susanne Neuhard, Mechanic, 0 %  ","2167"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2333"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Markus Seibert, Salesman, 3 %  ","2833"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Matthias Schwab, Salesman, 3 %  ","2917"
"Freiburg im Breisgau","30.09.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Katharina Bauer","68"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Susanne Neuhard","758"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Jan Peters","817"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Markus Seibert","992"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Matthias Schwab","1021"
"Freiburg im Breisgau","30.09.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Freiburg im Breisgau","30.09.2024","Monthly Rent","Rent for Store","12000"
"Freiburg im Breisgau","30.09.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"Freiburg im Breisgau","30.09.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Freiburg im Breisgau","30.09.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Freiburg im Breisgau","30.09.2024","Commission","Commission for Jan Peters, 3 %  ","470"
"Freiburg im Breisgau","30.09.2024","Commission","Commission for Sabine Meyer, 3 %  ","519"
"Freiburg im Breisgau","30.09.2024","Commission","Commission for Markus Seibert, 3 %  ","801"
"Freiburg im Breisgau","30.09.2024","Commission","Commission for Matthias Schwab, 3 %  ","1234"
"Freiburg im Breisgau","30.09.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1351"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Andreas Miller, Mechanic, 0 %  ","417"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Melanie Gabler, Student Assistant, 0 %  ","417"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Helene Mauser, Cleaner, 0 %  ","458"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","31.08.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","31.08.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.08.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Gerhard Winkler, Salesman, 3 %  ","2500"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Jan Peters, Salesman, 3 %  ","2500"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","30.06.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","30.06.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","30.06.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [56]: Banner 4 x 1,5 m","2500"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","30.06.2024","Marketing Campaign","Marketing Campaign [51]: Advertisement in local newspaper 1/2 page","5000"
"Rosenheim","30.06.2024","Commission","Commission for Gerhard Winkler, 3 %  ","576"
"Rosenheim","30.06.2024","Commission","Commission for Sabine Meyer, 3 %  ","605"
"Rosenheim","30.06.2024","Commission","Commission for Jan Peters, 3 %  ","860"
"Rosenheim","30.06.2024","Commission","Commission for Arnim Schmidt, 3 %  ","3496"
"Rosenheim","30.06.2024","Commission","Commission for Katharina Vogel, 3 %  ","4546"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","45"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","45"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","135"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Up","180"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","225"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","270"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","360"
"Rosenheim","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","405"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Klaus Weber, Mechanic, 0 %  ","2500"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Katharina Vogel, Salesman, 3 %  ","3167"
"Rosenheim","31.05.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Andreas Miller","63"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Melanie Gabler","63"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Helene Mauser","160"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Gerhard Winkler","875"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Jan Peters","875"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Klaus Weber","875"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Katharina Vogel","1108"
"Rosenheim","31.05.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"Rosenheim","31.05.2024","Monthly Rent","Rent for Store","10800"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [30]: Advertise on the Bus / Half Wrap","2500"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [2]: Flyer","5000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [3]: Brochure","10000"
"Rosenheim","31.05.2024","Marketing Campaign","Marketing Campaign [6]: TV Sport","20000"
"Rosenheim","31.05.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1121"
"Rosenheim","31.05.2024","Commission","Commission for Jan Peters, 3 %  ","1550"
"Rosenheim","31.05.2024","Commission","Commission for Katharina Vogel, 3 %  ","2167"
"Rosenheim","31.05.2024","Commission","Commission for Gerhard Winkler, 3 %  ","2627"
"Rosenheim","31.05.2024","Commission","Commission for Sabine Meyer, 3 %  ","3921"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","270"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Budget","315"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","360"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","450"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","450"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","540"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Mid-Low","90"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Up","90"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Premium","135"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Up","135"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Low","225"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Up","225"
"3","30.06.2024","Commission","Commission for Arnim Schmidt, 3 %  ","1549"
"3","31.01.2024","Commission","Commission for Marcus Friedrich, 3 %  ","414"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","180"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","270"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","315"
"13","31.08.2024","Monthly Rent","Rent for Store","12000"
"13","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","45"
"13","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","90"
"13","31.08.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","180"
"13","29.02.2024","Monthly Rent","Rent for Store","12000"
"13","29.02.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","45"
"13","29.02.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","90"
"13","31.12.2024","Monthly Rent","Rent for Store","12000"
"13","31.12.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","45"
"13","31.03.2024","Monthly Rent","Rent for Store","12000"
"13","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","45"
"13","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","135"
"13","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","225"
"3","29.02.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","135"
"3","29.02.2024","Monthly Rent","Rent for Store","13000"
"3","29.02.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","29.02.2024","Commission","Commission for Sabine Meyer, 3 %  ","474"
"3","29.02.2024","Commission","Commission for Markus Beck, 3 %  ","664"
"3","29.02.2024","Commission","Commission for Florian Hahn, 3 %  ","690"
"3","29.02.2024","Commission","Commission for Peter Meier, 3 %  ","825"
"3","29.02.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","29.02.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","29.02.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","29.02.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","29.02.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","29.02.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","29.02.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","29.02.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","29.02.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","29.02.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","29.02.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","29.02.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","29.02.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","29.02.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"13","31.01.2024","Monthly Rent","Rent for Store","12000"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","405"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Budget","405"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","450"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Budget","540"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","855"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","1035"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","315"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","405"
"3","31.03.2024","Commission","Commission for Markus Beck, 3 %  ","1378"
"3","31.03.2024","Commission","Commission for Peter Meier, 3 %  ","1559"
"3","31.03.2024","Commission","Commission for Marcus Friedrich, 3 %  ","1670"
"3","31.03.2024","Commission","Commission for Sabine Meyer, 3 %  ","2963"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Low","45"
"3","31.03.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","90"
"3","31.03.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"3","31.03.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"3","31.03.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","31.03.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","31.03.2024","Commission","Commission for Arnim Schmidt, 3 %  ","662"
"3","31.03.2024","Commission","Commission for Florian Hahn, 3 %  ","906"
"3","31.03.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.03.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.03.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.03.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.03.2024","Monthly Rent","Rent for Store","13000"
"3","31.03.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.03.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","31.03.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.03.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.03.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.03.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.03.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.03.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.03.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.03.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.03.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.03.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","31.03.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","31.03.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.03.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.03.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","31.03.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","29.02.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","29.02.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","29.02.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","29.02.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","30.04.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","30.04.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","30.04.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","30.04.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","30.04.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","30.04.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","30.04.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","30.04.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","30.04.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","30.04.2024","Additional Procurement Costs","Additional Procurement Costs for E-Bikes / Budget","1395"
"13","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","135"
"13","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","270"
"3","31.08.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","31.08.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.08.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","31.08.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","31.08.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","31.08.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Low","360"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Budget","540"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Budget","675"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Up","45"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Kid Bikes / Budget","90"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Low","90"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Race Bikes / Mid-Up","90"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Low","135"
"3","31.07.2024","Additional Procurement Costs","Additional Procurement Costs for City Bikes / Mid-Up","180"
"3","31.07.2024","Commission","Commission for Sabine Meyer, 3 %  ","956"
"3","31.07.2024","Commission","Commission for Markus Beck, 3 %  ","1498"
"3","31.07.2024","Commission","Commission for Florian Hahn, 3 %  ","1578"
"3","31.07.2024","Commission","Commission for Peter Meier, 3 %  ","1724"
"3","31.07.2024","Commission","Commission for Arnim Schmidt, 3 %  ","2359"
"3","31.07.2024","Commission","Commission for Marcus Friedrich, 3 %  ","3511"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [11]: Buy positive reviews","2500"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [55]: Smartphone Holder Handlebar as giveaway","3500"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [29]: City Industry Exibition Booth 30 m2","13000"
"3","31.07.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","31.07.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","31.07.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","31.07.2024","Monthly Rent","Rent for Store","13000"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","31.07.2024","Marketing Campaign","Marketing Campaign [35]: Guided Bike Tour","1500"
"3","31.07.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","31.07.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","31.07.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","31.07.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","31.07.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","31.07.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","31.07.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.07.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","30.06.2024","Commission","Commission for Florian Hahn, 3 %  ","1698"
"3","30.06.2024","Commission","Commission for Peter Meier, 3 %  ","2984"
"3","30.06.2024","Commission","Commission for Sabine Meyer, 3 %  ","3886"
"3","30.06.2024","Commission","Commission for Markus Beck, 3 %  ","5008"
"3","30.06.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Premium","45"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [53]: Sponsoring on web sites and local influencers","3000"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [55]: Smartphone Holder Handlebar as giveaway","3500"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [54]: Guerilla Marketing","4000"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [52]: Sport Shirt Sponsoring","5000"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [29]: City Industry Exibition Booth 30 m2","13000"
"3","30.06.2024","Commission","Commission for Marcus Friedrich, 3 %  ","1058"
"3","30.06.2024","Monthly Social Costs","Social Costs for Sabine Meyer","875"
"3","30.06.2024","Monthly Social Costs","Social Costs for Arnim Schmidt","1138"
"3","30.06.2024","Monthly Rent","Rent for Store","13000"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [22]: Google Ads","1000"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [45]: Free Bike Check","1500"
"3","30.06.2024","Marketing Campaign","Marketing Campaign [10]: Social Media Campaign","3000"
"3","30.06.2024","Monthly Social Costs","Social Costs for Michael Hofreiter","128"
"3","30.06.2024","Monthly Social Costs","Social Costs for Marcus Friedrich","642"
"3","30.06.2024","Monthly Social Costs","Social Costs for Markus Beck","729"
"3","30.06.2024","Monthly Social Costs","Social Costs for Stefan Beck","758"
"3","30.06.2024","Monthly Social Costs","Social Costs for Peter Meier","788"
"3","30.06.2024","Monthly Social Costs","Social Costs for Florian Hahn","846"
"3","30.06.2024","Monthly Salary","Monthly Salary for Peter Meier, Salesman, 3 %  ","2250"
"3","30.06.2024","Monthly Salary","Monthly Salary for Florian Hahn, Salesman, 3 %  ","2417"
"3","30.06.2024","Monthly Salary","Monthly Salary for Sabine Meyer, Salesman, 3 %  ","2500"
"3","30.06.2024","Monthly Salary","Monthly Salary for Arnim Schmidt, Salesman, 3 %  ","3250"
"3","30.06.2024","Monthly Social Costs","Social Costs for Franz Schneider","50"
"3","30.06.2024","Monthly Social Costs","Social Costs for Sven Fischer","63"
"3","30.06.2024","Monthly Salary","Monthly Salary for Michael Hofreiter, Cleaner, 0 %  ","367"
"3","30.06.2024","Monthly Salary","Monthly Salary for Franz Schneider, Student Assistant, 0 %  ","417"
"3","30.06.2024","Monthly Salary","Monthly Salary for Sven Fischer, Student Assistant, 0 %  ","417"
"3","30.06.2024","Monthly Salary","Monthly Salary for Marcus Friedrich, Salesman, 3 %  ","1833"
"3","30.06.2024","Monthly Salary","Monthly Salary for Markus Beck, Salesman, 3 %  ","2083"
"3","30.06.2024","Monthly Salary","Monthly Salary for Stefan Beck, Mechanic, 0 %  ","2167"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Trekking Bikes / Mid-Up","135"
"3","31.05.2024","Additional Procurement Costs","Additional Procurement Costs for Mountain Bikes / Mid-Low","270"
